ds,y
2023-04-04,3038.0
2023-04-05,4435.0
2023-04-06,5335.0
2023-04-07,6050.0
2023-04-08,6155.0
2023-04-09,5357.0
2023-04-10,5880.0
2023-04-11,5676.0
2023-04-12,7830.0
2023-04-13,10158.0
2023-04-14,11109.0
2023-04-15,10753.0
2023-04-16,10093.0
2023-04-17,9111.0
2023-04-18,7633.0
2023-04-19,10542.0
2023-04-20,12591.0
2023-04-21,11692.0
2023-04-22,12193.0
2023-04-23,10112.0
2023-04-24,6904.0
2023-04-25,6934.0
2023-04-26,9629.0
2023-04-27,9355.0
2023-04-28,7533.0
2023-04-29,7171.0
2023-04-30,5874.0
2023-05-01,4282.0
2023-05-02,3325.0
2023-05-03,3720.0
2023-05-04,3962.0
2023-05-05,3611.0
2023-05-06,2961.0
2023-05-07,2380.0
2023-05-08,1839.0
2023-05-09,1331.0
2023-05-10,2109.0
2023-05-11,1690.0
2023-05-12,1580.0
2023-05-13,1223.0
2023-05-14,1272.0
2023-05-15,801.0
2023-05-16,656.0
2023-05-17,1021.0
2023-05-18,906.0
2023-05-19,865.0
2023-05-20,782.0
2023-05-21,756.0
2023-05-22,473.0
2023-05-23,405.0
2023-05-24,552.0
2023-05-25,535.0
2023-05-26,490.0
2023-05-27,425.0
2023-05-28,403.0
2023-05-29,310.0
2023-05-30,224.0
2023-05-31,310.0
2023-06-01,288.0
2023-06-02,267.0
2023-06-03,237.0
2023-06-04,202.0
2023-06-05,174.0
2023-06-06,124.0
2023-06-07,214.0
2023-06-08,199.0
2023-06-09,169.0
2023-06-10,186.0
2023-06-11,140.0
2023-06-12,92.0
2023-06-13,80.0
2023-06-14,120.0
2023-06-15,106.0
2023-06-16,96.0
2023-06-17,108.0
2023-06-18,90.0
2023-06-19,63.0
2023-06-20,36.0
2023-06-21,92.0
2023-06-22,95.0
2023-06-23,51.0
2023-06-24,55.0
2023-06-25,80.0
2023-06-26,47.0
2023-06-27,33.0
2023-06-28,65.0
2023-06-29,47.0
2023-06-30,44.0
2023-07-01,40.0
2023-07-02,53.0
2023-07-03,44.0
2023-07-04,26.0
2023-07-05,56.0
2023-07-06,42.0
2023-07-07,45.0
2023-07-08,49.0
2023-07-09,32.0
2023-07-10,24.0
2023-07-11,20.0
2023-07-12,46.0
2023-07-13,48.0
2023-07-14,52.0
2023-07-15,54.0
2023-07-16,59.0
2023-07-17,43.0
2023-07-18,34.0
2023-07-19,49.0
2023-07-20,51.0
2023-07-21,109.0
2023-07-22,60.0
2023-07-23,40.0
2023-07-24,47.0
2023-07-25,21.0
2023-07-26,60.0
2023-07-27,42.0
2023-07-28,52.0
2023-07-29,50.0
2023-07-30,52.0
2023-07-31,41.0
2023-08-01,36.0
2023-08-02,60.0
2023-08-03,77.0
2023-08-04,54.0
2023-08-05,77.0
2023-08-06,47.0
2023-08-07,54.0
2023-08-08,25.0
2023-08-09,53.0
2023-08-10,39.0
2023-08-11,47.0
2023-08-12,38.0
2023-08-13,38.0
2023-08-14,39.0
2023-08-15,22.0
2023-08-16,58.0
2023-08-17,33.0
2023-08-18,50.0
2023-08-19,72.0
2023-08-20,51.0
2023-08-21,54.0
2023-08-22,23.0
2023-08-23,56.0
2023-08-24,54.0
2023-08-25,73.0
2023-08-26,60.0
2023-08-27,44.0
2023-08-28,70.0
2023-08-29,23.0
2023-08-30,61.0
2023-08-31,50.0
2023-09-01,49.0
2023-09-02,50.0
2023-09-03,60.0
2023-09-04,46.0
2023-09-05,28.0
2023-09-06,66.0
2023-09-07,71.0
2023-09-08,46.0
2023-09-09,59.0
2023-09-10,68.0
2023-09-11,70.0
2023-09-12,40.0
2023-09-13,97.0
2023-09-14,58.0
2023-09-15,60.0
2023-09-16,72.0
2023-09-17,55.0
2023-09-18,55.0
2023-09-19,26.0
2023-09-20,51.0
2023-09-21,44.0
2023-09-22,55.0
2023-09-23,70.0
2023-09-24,62.0
2023-09-25,40.0
2023-09-26,38.0
2023-09-27,47.0
2023-09-28,51.0
2023-09-29,40.0
2023-09-30,41.0
2023-10-01,56.0
2023-10-02,36.0
2023-10-03,42.0
2023-10-04,38.0
2023-10-05,250.0
2023-10-06,39.0
2023-10-07,42.0
2023-10-08,43.0
2023-10-09,38.0
2023-10-10,26.0
2023-10-11,46.0
2023-10-12,35.0
2023-10-13,37.0
2023-10-14,51.0
2023-10-15,27.0
2023-10-16,33.0
2023-10-17,21.0
2023-10-18,38.0
2023-10-19,48.0
2023-10-20,37.0
2023-10-21,1275.0
2023-10-22,12.0
2023-10-23,9.0
2023-10-24,14.0
2023-10-25,51.0
2023-10-26,24.0
2023-10-27,26.0
2023-10-28,35.0
2023-10-29,34.0
2023-10-30,23.0
2023-10-31,22.0
2023-11-01,38.0
2023-11-02,15.0
2023-11-03,19.0
2023-11-04,14.0
2023-11-05,8.0
2023-11-06,8.0
2023-11-07,5.0
2023-11-08,11.0
2023-11-09,11.0
2023-11-10,14.0
2023-11-11,6.0
2023-11-12,17.0
2023-11-13,8.0
2023-11-14,18.0
2023-11-15,10.0
2023-11-16,18.0
2023-11-17,26.0
2023-11-18,18.0
2023-11-19,21.0
2023-11-20,18.0
2023-11-21,13.0
2023-11-22,23.0
2023-11-23,26.0
2023-11-24,36.0
2023-11-25,42.0
2023-11-26,31.0
2023-11-27,21.0
2023-11-28,22.0
2023-11-29,79.0
2023-11-30,58.0
2023-12-01,71.0
2023-12-02,88.0
2023-12-03,76.0
2023-12-04,59.0
2023-12-05,83.0
2023-12-06,119.0
2023-12-07,121.0
2023-12-08,180.0
2023-12-09,148.0
2023-12-10,166.0
2023-12-11,122.0
2023-12-12,164.0
2023-12-13,252.0
2023-12-14,237.0
2023-12-15,312.0
2023-12-16,339.0
2023-12-17,335.0
2023-12-18,260.0
2023-12-19,288.0
2023-12-20,614.0
2023-12-21,594.0
2023-12-22,640.0
2023-12-23,752.0
2023-12-24,656.0
2023-12-25,628.0
2023-12-26,412.0
2023-12-27,529.0
2023-12-28,702.0
2023-12-29,797.0
2023-12-30,743.0
2023-12-31,741.0
2024-01-01,736.0
2024-01-02,573.0
2024-01-03,602.0
2024-01-04,760.0
2024-01-05,761.0
2024-01-06,774.0
2024-01-07,756.0
2024-01-08,605.0
2024-01-09,475.0
2024-01-10,605.0
2024-01-11,514.0
2024-01-12,609.0
2024-01-13,441.0
2024-01-14,375.0
2024-01-15,272.0
2024-01-16,189.0
2024-01-17,269.0
2024-01-18,305.0
2024-01-19,355.0
2024-01-20,313.0
2024-01-21,290.0
2024-01-22,203.0
2024-01-23,236.0
2024-01-24,160.0
2024-01-25,198.0
2024-01-26,187.0
2024-01-27,159.0
2024-01-28,182.0
2024-01-29,112.0
2024-01-30,124.0
2024-01-31,133.0
2024-02-01,160.0
2024-02-02,187.0
2024-02-03,159.0
2024-02-04,188.0
2024-02-05,122.0
2024-02-06,124.0
2024-02-07,157.0
2024-02-08,70.0
2024-02-09,0.0
2024-02-10,163.0
2024-02-11,376.0
2024-02-12,74.0
2024-02-13,123.0
2024-02-14,120.0
2024-02-15,120.0
2024-02-16,166.0
2024-02-17,144.0
2024-02-18,155.0
2024-02-19,110.0
2024-02-20,105.0
2024-02-21,161.0
2024-02-22,136.0
2024-02-23,167.0
2024-02-24,155.0
2024-02-25,148.0
2024-02-26,114.0
2024-02-27,125.0
2024-02-28,181.0
2024-02-29,193.0
2024-03-01,204.0
2024-03-02,182.0
2024-03-03,178.0
2024-03-04,120.0
2024-03-05,135.0
2024-03-06,217.0
2024-03-07,202.0
2024-03-08,237.0
2024-03-09,179.0
2024-03-10,112.0
2024-03-11,148.0
2024-03-12,138.0
2024-03-13,197.0
2024-03-14,199.0
2024-03-15,0.0
2024-03-16,422.0
2024-03-17,137.0
2024-03-18,129.0
2024-03-19,86.0
2024-03-20,159.0
2024-03-21,172.0
2024-03-22,131.0
2024-03-23,180.0
2024-03-24,132.0
2024-03-25,121.0
2024-03-26,57.0
2024-03-27,71.0
2024-03-28,129.0
2024-03-29,114.0
2024-03-30,121.0
2024-03-31,103.0
2024-04-01,62.0
2024-04-02,83.0
2024-04-03,104.0
2024-04-04,114.0
2024-04-05,108.0
2024-04-06,123.0
2024-04-07,101.0
2024-04-08,70.0
2024-04-09,58.0
2024-04-10,71.0
2024-04-11,71.0
2024-04-12,68.0
2024-04-13,102.0
2024-04-14,78.0
2024-04-15,66.0
2024-04-16,62.0
2024-04-17,90.0
2024-04-18,72.0
2024-04-19,104.0
2024-04-20,113.0
2024-04-21,117.0
2024-04-22,75.0
2024-04-23,74.0
2024-04-24,129.0
2024-04-25,112.0
2024-04-26,120.0
2024-04-27,122.0
2024-04-28,124.0
2024-04-29,78.0
2024-04-30,134.0
2024-05-01,133.0
2024-05-02,112.0
2024-05-03,137.0
2024-05-04,93.0
2024-05-05,136.0
2024-05-06,90.0
2024-05-07,82.0
2024-05-08,118.0
2024-05-09,133.0
2024-05-10,123.0
2024-05-11,98.0
2024-05-12,98.0
2024-05-13,59.0
2024-05-14,81.0
2024-05-15,103.0
2024-05-16,88.0
2024-05-17,109.0
2024-05-18,94.0
2024-05-19,88.0
2024-05-20,49.0
2024-05-21,68.0
2024-05-22,55.0
2024-05-23,53.0
2024-05-24,66.0
2024-05-25,46.0
2024-05-26,33.0
2024-05-27,37.0
2024-05-28,48.0
2024-05-29,87.0
2024-05-30,62.0
2024-05-31,39.0
2024-06-01,57.0
2024-06-02,32.0
2024-06-03,15.0
2024-06-04,29.0
2024-06-05,26.0
2024-06-06,36.0
2024-06-07,32.0
2024-06-08,26.0
2024-06-09,0.0
2024-06-10,38.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,210.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,334.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,134.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,440.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,243.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,313.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,306.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,266.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,200.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,282.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,235.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,190.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,188.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,190.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,187.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,156.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,133.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,115.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,85.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,65.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,62.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,48.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,29.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,36.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,11.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,17.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,24.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,6.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,7.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,13.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,3.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,5.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,7.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,7.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,7.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,6.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,2.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,7.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,8.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,11.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,0.0
2025-04-22,6.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,0.0
2025-04-29,83.0
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,0.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,0.0
2025-05-06,35.0
2025-05-07,0.0
2025-05-08,0.0
2025-05-09,0.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,100.0
2025-05-14,0.0
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,0.0
2025-05-20,277.0
2025-05-21,0.0
2025-05-22,0.0
2025-05-23,0.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,5025.0
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.0
2025-06-03,2892.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,1605.0
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,618.0
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,78.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,111.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,105.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,116.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,110.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,89.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,42.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,37.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,48.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,34.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,16.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,18.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,10.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,9.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,5.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,0.0
2025-10-14,5.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,53.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,3.0
2025-10-29,0.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,3.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,2.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,4.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,2.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,3.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,0.0
2026-01-04,0.0
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,6.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,3.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,6.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,0.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,0.0
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,0.0
2026-03-28,0.0
2026-03-29,0.0
2026-03-30,0.0
2026-03-31,0.0
2026-04-01,0.0
2026-04-02,0.0
2026-04-03,0.0
2026-04-04,0.0
2026-04-05,0.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,0.0
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,0.0
2026-04-18,0.0
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,0.0
2026-04-22,0.0
2026-04-23,0.0
2026-04-24,0.0
2026-04-25,0.0
2026-04-26,0.0
2026-04-27,0.0
2026-04-28,0.0
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,0.0
2026-05-03,0.0
